1 3 1389
1 4 1389
1 1 1541
1 2 1541
1 3 1617
1 1 1693
1 4 1693
1 2 1845
1 3 1845
1 1 1998
1 4 1998
1 3 2074
1 1 2150
1 2 2150
1 3 2226
1 1 2302
1 4 2302
1 2 2378
1 3 2454
1 4 2454
1 1 2607
1 2 2607
1 3 2607
1 4 2759
1 2 2911
1 4 3064
1 3 3140
1 2 3216
1 1 3368
1 3 3520
1 2 3673
1 4 3825
1 1 3977
1 3 4130
1 2 4282
1 4 4358
1 3 4434
2 1 4586 4891
2 2 4586 4891
1 3 4891
1 4 4891
1 1 5043
1 2 5043
1 4 5043
1 3 5196
1 1 5348
1 4 5500
1 3 5576
1 2 5652
1 1 5805
1 4 5957
1 2 6109
1 1 6262
1 3 6262
1 4 6262
1 2 6414
1 4 6566
1 1 6718
1 3 6795
1 2 6871
1 4 7023
1 1 7175
1 2 7328
1 3 7480
1 4 7480
1 1 7556
1 2 7632
1 3 7708
1 1 7784
1 4 7784
1 2 7861
1 3 7937
1 4 8013
1 1 8089
1 2 8089
1 4 8165
1 3 8241
1 2 8317
1 1 8394
1 4 8394
1 3 8470
1 2 8546
1 1 8622
1 3 8698
1 4 8698
1 1 8774
1 2 8850
1 4 8927
1 1 9003
1 3 9003
1 2 9079
1 4 9155
1 3 9231
1 1 9307
1 2 9307
1 3 9383
1 4 9460
1 1 9536
1 2 9612
1 3 9612
1 4 9688
1 1 9764
1 2 9840
1 3 9916
1 4 9916
1 2 9993
1 1 10069
1 4 10069
1 3 10145
1 1 10221
1 2 10221
1 3 10297
1 1 10373
1 4 10373
1 2 10449
1 3 10526
1 4 10526
1 2 10602
1 1 10678
1 4 10678
1 3 10754
1 1 10830
1 2 10830
1 3 10906
1 1 10982
1 4 10982
1 2 11059
1 3 11135
1 4 11135
1 1 11363
1 2 11363
1 4 11363
1 1 11592
1 2 11592
1 4 11592
1 3 11744
1 4 11744
1 2 11820
1 1 11896
1 4 11896
2 1 12048 12353
1 2 12048
1 3 12048
1 3 12353
1 4 12353
1 2 12505
1 3 12581
1 1 12658
1 2 12658
1 1 12810
1 3 12962
1 4 12962
1 3 13114
1 2 13191
1 1 13267
1 4 13267
1 1 13419
1 2 13571
1 4 13571
1 2 13724
1 4 13800
1 1 13876
1 3 13876
1 3 14028
1 1 14180
1 4 14180
1 4 14333
1 3 14409
1 1 14485
1 2 14485
1 1 14637
1 3 14790
1 4 14790
1 3 14942
1 1 15018
1 2 15094
1 4 15094
1 2 15246
1 1 15399
1 4 15399
1 4 15551
1 3 15627
1 1 15703
1 2 15703
1 2 15856
1 3 16008
1 4 16008
1 3 16160
1 2 16236
1 1 16312
1 4 16312
1 1 16465
1 2 16617
1 3 16617
1 1 16769
1 4 16769
1 2 16845
1 3 16845
1 1 16998
1 4 16998
1 2 17074
1 3 17074
1 1 17226
1 2 17226
1 4 17226
1 4 17378
1 3 17454
1 1 17531
1 2 17531
1 1 17683
1 3 17835
1 4 17835
1 3 17987
1 4 18064
1 1 18140
1 2 18140
1 2 18292
1 1 18444
1 4 18444
1 4 18597
1 2 18673
1 1 18749
1 3 18749
1 3 18901
1 2 19053
1 4 19053
1 2 19206
1 3 19282
1 4 19282
1 1 19358
1 2 19358
1 1 19510
1 3 19510
1 4 19510
1 1 19663
1 3 19663
1 4 19663
1 4 19815
1 3 19891
1 1 19967
1 2 19967
1 2 20119
1 1 20272
1 3 20272
1 3 20424
1 2 20500
1 1 20576
1 4 20576
1 1 20729
1 3 20881
1 4 20881
1 3 21033
1 4 21033
1 1 21185
2 3 21185 21490
2 4 21185 21490
1 1 21490
1 2 21490
1 4 21566
1 3 21642
1 2 21718
1 1 21795
1 4 21871
1 3 21947
1 2 22023
1 1 22099
1 3 22099
1 4 22099
2 2 22251 22404
1 1 22404
1 3 22404
1 4 22404
2 2 22556 22708
1 1 22708
1 4 22708
2 3 22861 23013
1 1 23013
1 2 23013
1 4 23013
1 3 23165
1 2 23241
1 3 23317
1 4 23317
2 1 23470 23622
1 2 23622
1 3 23622
1 4 23622
2 1 23774 23927
1 2 23927
1 3 23927
2 4 24079 24231
1 1 24231
1 2 24231
1 3 24231
2 4 24383 24536
1 1 24536
1 3 24536
2 2 24688 24840
1 1 24840
1 3 24840
1 4 24840
2 2 24993 25145
1 1 25145
1 4 25145
2 3 25297 25449
1 1 25449
1 2 25449
1 4 25449
1 3 25602
1 2 25678
1 3 25754
1 4 25754
2 1 25906 26059
1 2 26059
1 3 26059
1 4 26059
2 1 26211 26363
1 3 26363
1 4 26363
1 3 26515
1 4 26515
1 1 26668
1 2 26668
1 1 26820
1 2 26820
2 1 26972 27125
2 3 26972 27125
2 4 26972 27125
2 1 27201 27353
2 3 27201 27353
2 4 27201 27353
2 1 27429 27581
2 3 27429 27581
2 4 27429 27581
2 1 27658 27810
2 3 27658 27810
2 4 27658 27810
1 1 27886
1 2 27886
1 3 27886
1 2 28038
1 3 28038
1 4 28038
2 1 28191 28343
2 2 28191 28343
2 4 28191 28343
2 1 28419 28571
2 2 28419 28571
2 4 28419 28571
2 1 28647 28800
2 2 28647 28800
2 4 28647 28800
2 1 28876 29028
2 2 28876 29028
2 4 28876 29028
1 3 29028
1 1 29104
1 2 29104
1 1 29257
1 3 29257
1 4 29257
2 1 29409 29561
2 3 29409 29561
2 4 29409 29561
2 1 29637 29790
2 3 29637 29790
2 4 29637 29790
2 1 29866 30018
2 3 29866 30018
2 4 29866 30018
2 1 30094 30246
2 3 30094 30246
2 4 30094 30246
1 1 30323
1 2 30323
2 4 30323 30475
2 3 30475 30627
1 1 30627
1 2 30627
2 4 30627 31236
2 3 30932 31236
2 1 31236 31845
2 2 31541 31845
1 3 31845
1 4 31845
1 1 31998
1 2 32074
1 3 32150
1 2 32302
1 3 32378
1 4 32454
1 1 32607
1 3 32683
1 2 32759
1 4 32911
1 2 32987
1 3 33064
1 1 33216
1 2 33292
1 4 33368
1 4 33520
1 3 33597
1 1 33673
1 2 33825
1 3 33901
1 4 33977
1 1 34130
1 2 34130
1 1 34282
1 2 34282
1 4 34282
1 3 34434
1 1 34510
1 4 34586
1 2 34739
1 4 34815
1 1 34891
1 3 35043
1 2 35119
1 1 35196
1 4 35348
1 3 35424
1 2 35500
1 1 35652
1 4 35729
1 2 35805
1 4 35957
1 1 36033
1 3 36109
1 2 36262
1 3 36338
1 4 36414
1 1 36566
1 2 36566
1 1 36718
1 2 36718
1 4 36718
1 3 36871
1 2 36947
1 1 37023
1 4 37175
1 3 37251
1 2 37328
1 4 37480
1 2 37556
1 3 37632
1 1 37784
1 3 37861
1 2 37937
1 4 38013
1 3 38089
1 2 38165
1 1 38241
1 3 38317
1 2 38394
1 4 38470
1 1 38546
1 3 38622
1 2 38698
1 4 38774
1 1 38850
1 3 38927
1 2 39003
1 4 39079
1 1 39155
1 2 39155
1 3 39231
1 4 39307
1 2 39383
1 3 39460
1 1 39536
1 2 39612
1 4 39688
1 3 39764
1 1 39840
1 2 39916
1 3 39993
1 4 40069
1 2 40145
1 3 40221
1 1 40297
1 2 40373
1 3 40449
1 1 40526
1 4 40526
1 2 40602
1 3 40678
1 4 40678
1 2 40754
1 1 40830
1 4 40830
1 3 40906
1 1 40982
1 2 40982
1 3 41135
1 4 41135
1 1 41287
1 2 41287
1 4 41287
2 1 41592 41744
1 2 41592
1 3 41592
2 4 41744 41896
1 1 41896
2 2 41896 42048
1 3 41896
1 4 42048
1 1 42125
1 2 42201
2 3 42201 42353
1 4 42353
1 2 42429
1 1 42505
1 3 42505
1 4 42505
2 2 42658 42810
1 1 42810
1 4 42810
1 3 42962
1 1 43114
1 2 43114
1 4 43114
1 3 43267
1 2 43343
1 3 43419
2 4 43419 43571
1 1 43571
1 2 43647
1 1 43724
1 3 43724
1 4 43724
2 2 43876 44028
2 3 44028 44180
1 4 44028
1 1 44180
1 2 44257
1 1 44333
1 3 44333
1 4 44333
2 2 44485 44637
1 3 44637
1 4 44637
1 1 44713
1 2 44790
1 1 44942
1 3 44942
2 4 44942 45094
2 2 45094 45246
2 3 45246 45399
1 4 45246
2 1 45399 45551
1 2 45551
1 3 45551
2 4 45551 45703
1 1 45703
1 2 45779
1 1 45856
1 3 45856
1 4 45856
1 1 46008
1 2 46008
1 3 46084
1 4 46084
1 1 46236
1 2 46236
1 3 46312
1 4 46312
1 1 46465
1 2 46465
1 4 46465
1 3 46617
1 2 46693
1 1 46769
1 3 46769
1 4 46769
1 2 46921
1 3 46998
1 1 47074
1 2 47074
2 4 47226 47378
1 1 47378
2 2 47378 47531
1 3 47378
2 3 47531 47683
2 1 47683 47835
1 2 47683
1 4 47835
1 3 47911
1 1 47987
1 2 47987
1 4 47987
1 3 48140
1 2 48216
1 1 48292
1 4 48292
1 2 48444
1 3 48520
1 4 48520
1 1 48597
1 2 48597
1 3 48749
1 4 48749
1 1 48901
1 2 48901
2 4 48901 49003
2 3 49003 49104
2 2 49104 49206
2 1 49206 49307
1 4 49206
2 3 49307 49409
2 2 49409 49510
1 3 49510
2 4 49510 49612
2 1 49612 49713
2 3 49713 49815
1 1 49815
2 2 49815 49916
2 4 49916 50018
2 1 50018 50119
1 3 50119
1 4 50119
1 3 50272
1 4 50272
1 1 50424
1 4 50424
2 2 50424 50526
2 3 50526 50627
2 1 50627 50729
1 2 50729
2 4 50729 50830
2 3 50830 50932
2 1 50932 51033
2 2 51033 51135
2 3 51135 51236
2 4 51236 51338
2 1 51338 51490
1 2 51338
1 3 51338
2 4 51490 51642
1 1 51642
2 2 51642 51795
1 3 51642
1 4 51795
1 1 51871
1 2 51947
2 3 51947 52099
1 4 52099
1 2 52175
1 1 52251
1 3 52251
1 4 52251
2 2 52404 52556
1 1 52556
1 4 52556
1 3 52708
1 1 52861
