1 4 1229
1 4 2217
1 4 3204
1 1 4192
1 4 4192
1 2 4439
2 4 4686 4933
2 2 4933 5180
1 1 5180
2 3 5180 5427
1 2 5427
2 3 5674 5921
2 4 5921 6167
1 1 6167
2 2 6167 6414
1 3 6414
2 4 6661 6908
1 2 6908
1 1 7155
2 3 7155 7402
1 4 7402
2 2 7649 7896
1 3 7896
1 1 8143
1 4 8143
1 2 8390
2 4 8637 8883
1 1 8883
2 3 8883 9130
1 2 9130
2 4 9130 9377
1 1 9377
2 3 9624 9871
2 4 9871 10118
2 1 10118 10365
1 2 10118
1 3 10365
2 4 10612 10859
1 1 10859
1 3 10859
2 2 11106 11353
1 4 11106
1 3 11353
2 1 11600 11846
1 4 11846
2 2 12093 13081
1 3 12093
1 4 12340
1 1 12464
1 4 12587
1 3 12834
1 1 13081
2 4 13081 14069
1 2 13328
1 3 13451
1 2 13575
1 1 13822
2 2 14069 15056
1 3 14069
1 1 14316
1 4 14439
1 1 14562
1 3 14809
1 1 15056
1 4 15056
1 3 15180
1 2 15303
1 3 15427
2 4 15550 15797
2 1 15797 16044
1 2 16044
2 4 16044 17032
2 3 17032 17525
2 2 17525 18019
2 1 18019 19007
1 3 19007
1 3 19254
1 1 19501
1 2 19501
1 1 19748
1 4 19748
2 2 19995 20982
1 3 19995
1 4 20242
1 1 20488
1 3 20612
1 1 20982
1 4 20982
1 3 21229
1 2 21353
1 4 21476
1 1 21600
1 3 21600
1 2 21846
2 4 21846 22958
1 3 22217
1 1 22464
1 2 22587
1 1 22958
1 3 22958
2 2 23204 23451
1 4 23451
1 1 23575
1 4 23698
1 3 23822
2 1 23945 24933
1 2 23945
1 4 24192
1 3 24439
1 2 24562
1 3 24933
1 4 24933
1 2 25180
1 3 25303
1 1 25427
1 2 25550
1 4 25550
1 1 25797
2 3 25797 26661
1 2 26167
1 4 26291
1 1 26414
2 2 26661 26908
1 1 26908
1 4 26908
1 3 27155
1 1 27402
2 2 27649 27896
1 3 27896
1 4 27896
1 1 28019
1 4 28143
1 2 28266
1 4 28390
1 1 28513
1 3 28637
1 1 28760
1 2 28883
1 4 28883
1 3 29130
1 2 29254
1 1 29377
1 3 29501
1 4 29501
1 1 29748
1 2 29748
1 4 29995
1 2 30118
1 4 30242
1 1 30365
1 3 30488
1 2 30612
1 4 30735
1 1 30859
1 3 30859
2 2 31106 31353
1 4 31353
1 1 31476
1 3 31600
1 2 31723
1 1 31846
1 4 31846
1 3 31970
1 2 32093
1 1 32217
1 3 32340
1 4 32464
1 2 32587
1 3 32711
1 1 32834
1 4 32834
1 3 33081
1 1 33204
1 4 33328
1 2 33451
1 3 33451
1 1 33698
1 4 33698
1 3 33822
1 2 34069
1 4 34192
1 1 34316
2 3 34562 34809
1 1 34809
1 4 34809
1 2 35056
1 3 35303
1 1 35550
1 4 35550
1 1 35797
1 3 35797
1 2 36044
1 3 36291
1 1 36538
1 4 36538
1 2 36785
1 4 36785
1 3 37032
1 1 37279
1 3 37525
1 2 37649
1 1 37772
1 4 37772
1 3 38019
1 1 38266
1 4 38513
1 1 38760
1 3 38760
1 2 39007
1 4 39254
2 1 39377 39501
1 3 39501
1 2 39624
1 1 39748
1 4 39748
1 2 39995
1 3 40242
1 1 40488
1 4 40735
1 2 40982
1 3 41229
1 2 41476
1 3 41600
1 1 41723
1 4 41723
1 2 41970
1 3 42093
1 4 42093
2 1 42340 42464
1 4 42464
1 3 42587
1 2 42711
1 2 42958
1 4 43204
1 3 43328
2 2 43451 43698
1 1 43698
1 4 43698
1 1 43945
1 4 43945
1 1 44192
1 3 44192
1 1 44439
1 3 44439
1 2 44686
1 4 44686
1 2 44933
1 4 44933
1 1 45180
1 4 45180
1 1 45427
1 2 45427
1 3 45550
1 1 45674
1 4 45674
1 2 45921
1 4 45921
1 1 46167
1 3 46167
1 1 46414
1 3 46414
1 1 46661
1 4 46661
1 1 46908
1 4 46908
1 2 47155
1 3 47155
1 3 47402
1 4 47402
1 2 47525
1 3 47649
1 4 47649
1 1 47772
1 2 47896
1 4 48019
1 3 48143
1 1 48266
1 2 48390
1 3 48513
1 1 48637
1 4 48637
1 2 48760
1 4 48883
1 3 49007
1 1 49130
1 2 49254
1 4 49377
1 3 49501
1 1 49624
1 2 49624
1 4 49871
1 3 49995
1 1 50118
1 2 50118
1 4 50365
1 3 50488
1 1 50612
1 2 50612
1 4 50735
1 1 50859
1 4 50982
2 2 51106 51353
1 1 51353
1 3 51353
1 1 51600
2 4 51600 52093
2 2 52093 52340
2 3 52340 52587
2 1 52587 53081
2 4 53081 53328
2 3 53328 53575
1 1 53575
2 2 53575 54069
2 3 54069 54562
2 4 54562 55056
2 2 55056 55550
1 4 55550
2 1 56044 56291
2 2 56291 56538
2 4 56538 57032
2 3 57032 57279
2 2 57279 57525
2 1 57525 58019
1 4 57525
2 3 58019 58513
2 2 58513 59007
2 4 59007 59501
1 1 59501
1 3 59501
2 2 59995 60242
2 3 60242 60488
2 4 60488 60982
2 3 60982 61229
2 2 61229 61476
2 1 61476 61970
1 4 61476
2 2 61970 62464
2 4 62464 62958
2 3 62958 63451
2 1 63451 64439
1 4 63451
2 2 64439 64933
2 3 64933 65427
1 1 65427
2 4 65427 66414
1 1 66414
1 3 66538
1 1 66661
1 2 66785
1 4 66908
1 3 67032
1 2 67155
1 1 67279
1 3 67402
1 4 67402
1 1 67525
1 2 67525
1 3 67772
1 4 67772
1 2 68019
1 3 68019
1 1 68143
1 4 68143
1 2 68390
1 4 68390
1 1 68513
1 3 68513
1 3 68760
1 4 68760
1 1 68883
1 2 68883
1 1 69130
1 4 69130
1 3 69377
1 4 69377
1 1 69624
1 3 69624
1 2 69748
1 4 69748
1 1 69995
1 2 69995
1 3 70242
1 4 70242
1 1 70488
1 4 70488
1 2 70612
1 3 70612
1 1 70859
2 3 70859 70982
2 2 71106 71229
1 3 71353
1 4 71353
1 1 71476
1 2 71476
1 1 71723
1 4 71723
1 2 71970
1 3 72093
1 4 72093
1 1 72217
1 2 72217
1 1 72464
1 4 72587
1 1 72834
1 3 72834
1 3 73081
1 4 73081
1 1 73204
